,pn,Hospital name,Street address,City,State,Zip code,"Hospital system or, if independent, IPPS/CAH",Is_hospital_a_critical_access_hospital,"Hospital Compare 5-star rating (October 2018, NA=Not Available)",Number of outpatient services,Total private allowed amount for outpatient services ($ millions),Simulated Medicare allowed amount for outpatient services ($ millions),Relative price for outpatient services,Standardized price per outpatient service,Number of inpatient stays,Total private allowed amount for inpatient services ($ millions),Simulated Medicare allowed amount for inpatient services ($ millions),Relative price for inpatient services,Standardized price per inpatient stay,Total private allowed amount for inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for inpatient and outpatient services ($ millions),Relative price for professional inpatient and outpatient services,Relative price for inpatient facility services,Relative_price_for_outpatient_facility_services,Relative price for inpatient and outpatient services,Total private allowed amount for facility inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for facility inpatient and outpatient services ($ millions),Total private allowed amount for professional inpatient and outpatient services ($ millions),Simulated Medicare allowed amount for professional inpatient and outpatient services ($ millions),ZTCA,year,ccr_wtd,ccr_min,ccr_max,beds_adultped_wtd,beds_adultped_min,beds_adultped_max,beds_totadultped_wtd,beds_totadultped_min,beds_totadultped_max,icu_beds_wtd,icu_beds_min,icu_beds_max,ccu_beds_wtd,ccu_beds_min,ccu_beds_max,bicu_beds_wtd,bicu_beds_min,bicu_beds_max,sicu_beds_wtd,sicu_beds_min,sicu_beds_max,othspec_beds_wtd,othspec_beds_min,othspec_beds_max,beds_total_wtd,beds_total_min,beds_total_max,availbeddays_adultped,ipbeddays_adultped,ipdischarges_adultped,income,totcost,margin,uccare_chg_harmonized,uccare_cost_harmonized,netpatrev,othinc,opexp,othexp,donations,invinc,iphosprev,ipgenrev,ipicrev,iprcrev,ipancrev,ipoprev,iptotrev,opancrev,opoprev,optotrev,tottotrev,totinitchcare,ppaychcare,nonmcbaddebt,costuccare_v2010,chguccare,nreports,nfmt96,nfmt10,nno_uncomp,frac_year_covered,covg_begin_dt,covg_end_dt,flag_short,flag_long,Median_Household_Income,Mean_Household_Income,number_of_hospitals_in_the_zcta,number_of_hospitals_in_25_miles
833,140125,Gateway Regional,2100 Madison Avenue,Granite City,IL,62040,Quorum Health,0,2.0,29.0,0.08,0.02,344% ,$298.21,,,,,,,,,,381%,,,,,,62040,2018.0,0.089018,0.089018,0.089018,276.0,276.0,276.0,276.0,276.0,276.0,12.0,12.0,12.0,,,,,,,,,,,,,288.0,288.0,288.0,100740.0,27389.0,6417.0,112204264.0,110544184.0,0.01479516,29287096.0,2607078.75,111755085.0,449176.0,110544185.0,0.0,0.0,0.0,164594771.0,188827973.0,12371958.0,201199931.0,190498453.0,39833699.0,431532083.0,319493204.0,140652099.0,468691909.0,900223992.0,15634292.0,0.0,13652804.0,2982337.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,51953,61909,1,1
834,140127,"Advocate Bromenn Medical
Center",1304 Franklin Avenue,Normal,IL,61761,"Advocate Aurora
Health",0,4.0,77.0,0.2,0.08,258% ,$227.93,12.0,0.22,0.11,196% ,"$14,497",0.42,0.19,174% ,202%,273%,222% ,0.37,0.16,0.05,0.03,61761,2018.0,0.279645,0.279645,0.279645,176.0,176.0,176.0,176.0,176.0,176.0,30.0,30.0,30.0,,,,,,,,,,,,,206.0,206.0,206.0,64240.0,20247.0,8164.0,179507568.0,170403344.0,0.050717770999999995,12704790.0,3552831.0,174795753.0,4711809.0,170403346.0,0.0,955114.0,9659.0,49809938.0,52819928.0,12549504.0,65369432.0,171318237.0,10597311.0,247284980.0,191692320.0,39565206.0,231257526.0,478542506.0,6306530.0,0.0,6398260.0,4245815.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,58037,77132,1,1
835,140130,"Northwestern Lake Forest
Hospital","1000 N Westmoreland
Road",Lake Forest,IL,60045,"Northwestern
Medicine",0,3.0,295.0,0.75,0.24,307% ,$312.38,,,,,,,,,,345%,,,,,,60045,2018.0,0.21109699999999998,0.21109699999999998,0.21109699999999998,102.0,102.0,102.0,102.0,102.0,102.0,12.0,12.0,12.0,,,,,,,,,,,,,114.0,114.0,114.0,25388.506830000002,15316.32328,5571.024653,214706714.9,228559307.4,-0.064518675,22075536.71,4660079.569,202192895.3,12513818.26,228559299.4,0.0,0.0,921803.5226,51455369.13,51455369.13,9674896.53,61130265.66,231152703.9,0.0,292282969.6,0.0,704448121.0,707329631.0,999612600.6,15414093.83,0.0,6661443.546,5089286.807,,1.0,0.0,1.0,0.0,0.665753425,1-Jan-18,31-Aug-18,1.0,0.0,179563,270846,1,1
836,140133,Holy Cross Hospital,2701 W 68th Street,Chicago,IL,60629,Sinai Health System,0,2.0,38.0,0.05,0.03,191% ,$184.41,,,,,,,,,,200% ,,,,,,60629,2018.0,0.203632318,0.203348,0.20391199999999998,200.00821919999998,199.0,201.0,200.00821919999998,199.0,201.0,20.0,20.0,20.0,,,,,,,,,,,,,220.00821919999998,219.0,221.0,73002.99782,37178.598939999996,9080.566859999999,128855264.6,140200921.0,-0.08804961300000001,31279958.15,6370304.226,124494136.9,4361128.677,126063397.1,14137525.84,3016.438216,564495.8736,73673743.01,74143847.12,22922086.96,97065934.08,253836244.7,0.0,350902178.8,0.99999997,227479604.5,227479605.5,578381784.3,18411830.85,0.0,12868127.79,7539717.357000001,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,43506,59799,1,1
837,140135,Decatur Memorial Hospital,"2300 North Edward
Street",Decatur,IL,62526,Independent (IPPS),0,3.0,104.0,0.23,0.07,305% ,$271.67,,,,,,,,,,341%,,,,,,62526,2018.0,0.232665,0.232665,0.232665,150.0,150.0,150.0,150.0,150.0,150.0,22.0,22.0,22.0,30.0,30.0,30.0,,,,,,,,,,202.0,202.0,202.0,40949.99912,19472.75301,6626.046434000001,242268996.6,256179173.6,-0.057416249,20798723.7,4839135.069,221603203.7,20665783.92,256179171.3,0.0,0.0,0.0,19576574.53,24858823.74,12039518.14,36898341.89,198387255.8,12162798.96,254214483.9,387513117.0,127583230.9,543932308.8,798146792.7,7833353.38,415331.7199,13380702.04,6666365.915,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,39441,56001,1,1
838,140137,Greenville Regional Hospital,200 Health Care Dr,Greenville,IL,62246,"Hospital Sisters
Health System",0,3.0,19.0,0.04,0.01,295% ,$298.81,,,,,,,,,,352%,,,,,,62246,2018.0,0.39988994200000005,0.398435,0.40136900000000003,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,32.0,32.0,32.0,11679.99965,2221.3971899999997,831.4465507,25991313.42,32959810.14,-0.26810867,2732549.245,1092452.116,24683279.94,1308032.983,32953202.23,6608.4079600000005,-941.4107780999999,0.0,2568000.69,4913107.478,0.0,4913107.478,6924087.194,749299.6752,13058834.88,42690672.2,5114851.8719999995,53586652.29,66645487.17,730976.2278,0.0,2001573.0180000002,1373354.9530000002,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,60230,75973,1,1
839,140143,St. Margarets Hospital,600 E 1st St,Spring Valley,IL,61362,"Sisters of Mary of the
Presentati",0,3.0,11.0,0.03,0.0,652% ,$633.72,,,,,,,,,,768%,,,,,,61362,2018.0,0.324964,0.324964,0.324964,38.0,38.0,38.0,38.0,38.0,38.0,6.0,6.0,6.0,,,,,,,,,,,,,44.0,44.0,44.0,10373.99978,4127.909501,1456.9972289999998,66062169.11,66965345.83,-0.013671618,3569525.0360000003,1159967.158,63386349.57,2675821.036,66949278.47,16069.6024,0.0,0.0,8019801.157000001,8019801.157000001,2717643.887,10737445.04,35948655.69,0.0,46686100.73,115202198.7,22119326.4,141245624.8,187931725.5,1988280.648,318602.2124,1899846.6,2095719.983,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,50606,65447,1,1
840,140145,St. Josephs Hospital,9515 Holy Cross Ln,Breese,IL,62230,"Hospital Sisters
Health System",0,4.0,12.0,0.01,0.01,284% ,$269.94,,,,,,,,,,310%,,,,,,62230,2018.0,0.35228110700000004,0.346502,0.358156,44.51232877,43.0,46.0,44.51232877,43.0,46.0,,,,,,,,,,,,,,,,46.49589041,46.0,47.0,16246.9995,3323.854688,1301.0273550000002,61117551.98,53062676.54,0.13179316,2258810.023,796400.2749,56681131.92,4436419.062,53062676.04,0.0,0.0,0.0,4526792.366,4526792.366,7438.3561310000005,4534230.722,16337270.57,1085712.501,23341854.27,91965468.35,8169773.497,114308161.7,137650016.0,2237669.0209999997,19266.56333,40407.565460000005,1248536.696,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,70993,83094,1,1
841,140147,Richland Memorial Hospital,800 East Locust,Olney,IL,62450,The Carle Foundation,0,3.0,13.0,0.02,0.0,480% ,$519.63,,,,,,,,,,636%,,,,,,62450,2018.0,0.293624,0.293624,0.293624,39.0,39.0,39.0,39.0,39.0,39.0,8.0,8.0,8.0,,,,,,,,,,,,,47.0,47.0,47.0,14235.0,3641.0,958.0,52481888.0,59558736.0,-0.13484362,3639655.0,1068690.0,50984611.0,1497275.0,59558734.0,0.0,0.0,0.0,6269656.0,8823091.0,1436324.0,10259415.0,23332248.0,0.0,33603015.0,0.0,121782692.0,137697362.0,171300377.0,212836.0,0.0,3426819.0,1183943.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,44583,59489,1,1
842,140148,Memorial Medical Center,701 N First St,Springfield,IL,62702,"Memorial Health
System",0,2.0,75.0,0.29,0.11,259% ,$243.39,14.0,0.35,0.18,197% ,"$16,807",0.64,0.29,130% ,231%,278% ,221% ,0.55,0.22,0.09,0.07,62702,2018.0,0.21235199999999999,0.21235199999999999,0.21235199999999999,352.0,352.0,352.0,352.0,352.0,352.0,38.0,38.0,38.0,,,,10.0,10.0,10.0,,,,,,,400.0,400.0,400.0,95959.87192,67580.5876,16628.31745,548101463.0,498335607.4,0.090796791,22122793.12,4697819.427,450771820.7,97329623.59,498335625.4,0.0,0.0,0.0,107631652.3,127166719.7,32234926.07,159401645.7,749953785.1,0.0,888778549.9,849302316.9,0.0,849302316.9,1738080867.0,16379138.76,21682.1831,5765336.54,7329470.933999999,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,42396,55134,1,1
843,140150,"Board Of Trustees Of The
University Of Illinois","1740 West Taylor St
Suite 1400",Chicago,IL,60612,"University of Illinois
Medical Ce",0,1.0,156.0,0.4,0.2,203% ,$200.90,18.0,0.59,0.37,162% ,"$24,376",0.99,0.56,157% ,161%,217%,176% ,0.9,0.5,0.09,0.06,60612,2018.0,0.310951479,0.288505,0.33376999999999996,303.0,303.0,303.0,303.0,303.0,303.0,112.0,112.0,112.0,19.0,19.0,19.0,,,,,,,,,,434.0,434.0,434.0,110594.9967,69076.96504,19354.51723,1104282648.0,1056894827.0,0.042912766,62192308.39,19477635.19,740686720.5,363595953.3,1056569171.0,325700.8205,0.0,0.0,187097763.5,216661871.9,137429170.0,354091041.8,889103548.4,0.0,1243194590.0,0.0,1365857023.0,1365857023.0,2609051613.0,49040696.43,54266.33764,13205876.81,20935511.61,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,43545,69562,2,2
844,140155,Presence St. Marys Hospital,500 W Court St,Kankakee,IL,60901,Ascension Health,0,2.0,24.0,0.05,0.03,197% ,$195.53,,,,,,,,,,218%,,,,,,60901,2018.0,0.150936044,0.144546,0.157432,146.9753425,144.0,150.0,146.9753425,144.0,150.0,16.0,16.0,16.0,,,,,,,9.0,9.0,9.0,,,,171.9753425,169.0,175.0,53645.99855,15580.31464,5614.742313000001,128395390.9,122478817.9,0.046080884,15921895.52,2389571.004,119807884.6,8587505.348,122478817.9,0.0,56511.21205,289121.2716,62706240.38,62706240.38,38579971.44,101286211.8,210165057.5,11282331.0,322733633.6,375286578.4,55302823.99,430702414.8,753436048.4,12692085.75,0.0,3229809.775,4681060.598,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,48319,62841,2,2
845,140158,"Mercy Hospital & Medical
Center",2525 S Michigan Ave,Chicago,IL,60616,Trinity Health,0,1.0,85.0,0.09,0.05,190% ,$196.40,,,,,,,,,,196%,,,,,,60616,2018.0,0.338928633,0.332963,0.34479699999999996,168.0,168.0,168.0,168.0,168.0,168.0,14.0,14.0,14.0,21.0,21.0,21.0,,,,,,,,,,203.0,203.0,203.0,61319.998170000006,35738.009939999996,10174.90381,236824737.2,289544050.1,-0.22260898,22812730.16,7706484.141,226391200.7,10433533.47,289544053.2,0.0,288244.1944,256912.9923,68930300.81,84794225.27,22925049.55,107719274.8,196528794.4,0.0,304248069.3,298404139.0,22383934.53,352889791.6,657137860.9,9628270.184,241529.9301,13425989.4,8911047.121,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,52162,79276,1,1
846,140160,Fhn Memorial Hospital,"1045 West Stephenson
Street",Freeport,IL,61032,"Freeport Health
Network",0,3.0,1635.0,5.92,1.52,389% ,$383.48,76.0,1.35,0.5,271% ,"$20,501",7.27,2.02,220% ,286%,431%,360% ,6.39,1.62,0.88,0.4,61032,2018.0,0.213758,0.213758,0.213758,92.0,92.0,92.0,92.0,92.0,92.0,8.0,8.0,8.0,,,,,,,,,,,,,100.0,100.0,100.0,33580.0,12271.0,3830.0,144425584.0,141854240.0,0.017803937,12208005.0,2609558.75,137197926.0,7227660.0,117718967.0,24135278.0,307813.0,10848.0,36854229.0,36854229.0,4228581.0,41082810.0,106291186.0,10358535.0,157733455.0,282170501.0,56660383.0,345844355.0,503577810.0,2747397.0,0.0,9460608.0,3113706.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,43586,58136,1,1
847,140161,Saint James Hospital,"2500 West Reynolds
Street",Pontiac,IL,61764,"OSF Healthcare
System",0,4.0,11.0,0.02,0.0,314% ,$321.26,,,,,,,,,,341%,,,,,,61764,2018.0,0.19714600000000002,0.19714600000000002,0.19714600000000002,37.0,37.0,37.0,37.0,37.0,37.0,5.0,5.0,5.0,,,,,,,,,,,,,42.0,42.0,42.0,10100.99978,3603.5999229999998,1498.134215,51025550.82,38689942.12,0.24175356,5808606.665,1145143.539,48366257.13,2659292.195,38688485.87,1455.5013390000001,111160.362,1854645.281,8005083.84,8005083.84,2789982.902,10795066.74,37047598.84,6333.599864,48691506.33,108863916.7,806946.0978,121398503.5,170090009.9,3334964.189,9298.454596,2482940.93,1751382.4719999998,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,49116,64777,1,1
848,140162,St. Joseph Medical Center,2200 E Washington,Bloomington,IL,61701,"OSF Healthcare
System",0,4.0,85.0,0.16,0.05,329% ,$300.49,,,,,,,,,,363%,,,,,,61701,2018.0,0.17518599999999998,0.17518599999999998,0.17518599999999998,137.0,137.0,137.0,137.0,137.0,137.0,,,,,,,,,,,,,,,,137.0,137.0,137.0,37400.9992,20334.38587,5353.791666,149624711.9,116957338.1,0.21832873,14539118.06,2547049.93,133006551.5,16618156.62,116957338.1,0.0,189901.7877,12206143.13,39219315.29,40194563.26,0.0,40194563.26,217546963.1,7728113.005,266465304.7,229726494.3,25965092.27,271050085.3,537515390.1,9856450.129,23258.85156,4705926.779,5348417.68,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,47969,62964,1,1
849,140164,"Memorial Hospital Of
Carbondale",405 W Jackson,Carbondale,IL,62901,"Southern Illinois
Healthcare",0,1.0,1030.0,3.41,1.12,303% ,$263.89,102.0,2.11,0.93,227% ,"$17,647",5.53,2.06,167% ,240%,331% ,269% ,4.96,1.72,0.57,0.34,62901,2018.0,0.223803219,0.22185700000000003,0.22975,133.0,133.0,133.0,133.0,133.0,133.0,21.0,21.0,21.0,,,,,,,,,,13.0,13.0,13.0,167.0,167.0,167.0,48544.99928,27751.08178,10621.80806,327774998.7,326440721.1,0.004070712,22447400.34,5012467.244,319049320.0,8725672.146,247283199.2,79157525.41,601.2328663,5167446.927,41814199.33,41814199.33,16496233.0,58310432.33,392952289.3,0.0,451262721.7,625537650.7,0.0,627367897.3,1078630619.0,11762748.22,38506.97199,10723159.09,7986575.196,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,24184,49231,1,1
850,140166,St Marys Hospital,1800 E Lake Shore Dr,Decatur,IL,62521,"Hospital Sisters
Health System",0,3.0,70.0,0.2,0.06,322% ,$281.76,,,,,,,,,,352% ,,,,,,62521,2018.0,0.20580044399999997,0.19949,0.212008,118.0,118.0,118.0,118.0,118.0,118.0,13.0,13.0,13.0,,,,,,,,,,,,,131.0,131.0,131.0,43069.998719999996,19879.96928,5703.021751,144153570.7,158227403.0,-0.097630829,11593059.83,2393265.6890000002,141820483.0,2333090.794,158206870.7,20527.297580000002,0.0,0.0,25150153.98,34287205.74,5300051.513,39587257.25,180173653.7,15558982.74,240797823.7,289428433.6,63289963.76,362634085.6,603431909.4,9308048.388,51977.72866,2336989.168,3252564.249,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,54137,74280,1,1
851,140167,Iroquois Memorial Hospital,200 Fairman Street,Watseka,IL,60970,Ascension Health,0,3.0,14.0,0.02,0.01,221% ,$211.11,,,,,,,,,,237%,,,,,,60970,2018.0,0.421048,0.421048,0.421048,25.0,25.0,25.0,25.0,25.0,25.0,,,,,,,,,,,,,,,,25.0,25.0,25.0,6824.999854000001,1040.391759,430.0684839,24995575.8,25417023.47,-0.016860891,1950424.15,821222.2211,22751548.01,2244027.79,25417022.72,0.0,1639436.02,216823.3269,2938076.797,4851481.4,0.0,4851481.4,4903506.972,0.0,9754988.372000001,35130690.11,192958.6397,41943176.84,51698165.21,405160.4132,0.0,1545263.737,936101.2731,,1.0,0.0,1.0,0.0,0.747945205,1-Jan-18,30-Sep-18,1.0,0.0,42998,54298,1,1
852,140172,Franciscan St. James Health,"20201 S Crawford
Avenue",Olympia Fields,IL,60461,Franciscan Health,0,1.0,85.0,0.16,0.07,230% ,$232.66,,,,,,,,,,260%,,,,,,60461,2018.0,0.201299,0.201299,0.201299,161.0,161.0,161.0,161.0,161.0,161.0,31.0,31.0,31.0,,,,,,,,,,,,,192.0,192.0,192.0,67641.0,34460.0,10945.0,297637920.0,324261664.0,-0.089450106,72401280.0,14574305.0,288972310.0,8665597.0,324261659.0,0.0,5975.0,412586.0,86148034.0,91801351.0,29104637.0,120905988.0,399753380.0,0.0,520659368.0,0.0,670884326.0,690296826.0,1210956194.0,44016545.0,328487.0,28713224.0,19672040.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,100074,119252,1,1
853,140174,"Presence Mercy Medical
Center","1325 N Highland
Avenue",Aurora,IL,60506,Ascension Health,0,4.0,53.0,0.23,0.08,297% ,$362.76,,,,,,,,,,351%,,,,,,60506,2018.0,0.15773753199999999,0.150622,0.164971,190.84383559999998,172.0,210.0,190.84383559999998,172.0,210.0,16.0,16.0,16.0,,,,,,,,,,,,,206.84383559999998,188.0,226.0,69657.99827000001,22808.79666,6041.632711,202300721.1,186103052.2,0.080067284,44498813.16,6996696.999,195638002.6,6662721.003,186103051.2,0.0,129695.2716,110249.5242,88475327.01,124772834.5,31033736.01,155806570.6,315071299.1,0.0,470877869.7,443917273.9,196162879.9,640319280.4,1111197150.0,40430159.36,0.0,4068652.295,9652793.947999999,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,62260,79114,1,1
854,140176,Memorial Medical Center,3701 Doty Road,Woodstock,IL,60098,"Northwestern
Medicine",0,,87.0,0.23,0.05,439% ,$426.00,,,,,,,,,,496%,,,,,,60098,2018.0,0.25795300000000004,0.25795300000000004,0.25795300000000004,32.0,32.0,32.0,32.0,32.0,32.0,,,,,,,,,,,,,,,,32.0,32.0,32.0,7636.712295,3904.641079,708.6273941000001,23633073.69,27552591.48,-0.16584884,3662302.4110000003,944701.9119,21686775.25,1946297.4540000001,27552590.49,0.0,-19867.35334,899785.2124,9828115.485,9828115.485,341828.1683,10169943.65,3436433.752,1440418.325,15046795.73,41049891.84,21042279.87,62775888.05,77822683.78,1818239.211,83816.38867,1927879.5890000002,1158837.37,,1.0,0.0,1.0,0.0,0.49589041100000003,1-Jan-18,30-Jun-18,1.0,0.0,69005,93508,1,1
855,140179,Little Company Of Mary,2800 W 95th St,Evergreen Park,IL,60805,"Little Company of
Mary Hospital and
Health Care Centers",0,2.0,131.0,0.27,0.1,274% ,$287.84,20.0,0.26,0.12,207% ,"$14,257",0.52,0.22,139% ,211%,324%,236% ,0.48,0.19,0.05,0.04,60805,2018.0,0.171879532,0.168927,0.17488099999999998,184.0,184.0,184.0,184.0,184.0,184.0,26.0,26.0,26.0,,,,,,,10.0,10.0,10.0,,,,220.0,220.0,220.0,67159.99799999999,42853.69732,10517.29283,247721912.6,216814548.7,0.12476637,44842183.83,7741482.696,186630967.4,61090942.18,216814548.2,0.0,1336759.96,22249980.34,107446810.8,113487791.6,21260939.37,134748731.0,359782903.3,0.0,494531634.3,537209636.0,529493.9842,542282845.8,1036814480.0,31110772.09,222240.6954,13953652.43,19927345.2,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,75657,90252,1,1
856,140180,"Presence Saints Mary &
Elizabeth Medical Center",2233 W Division St,Chicago,IL,60622,Ascension Health,0,5.0,83.0,0.15,0.06,262% ,$258.45,,,,,,,,,,287%,,,,,,60622,2018.0,0.181863981,0.173777,0.190085,344.0,344.0,344.0,344.0,344.0,344.0,26.0,26.0,26.0,,,,,,,,,,,,,370.0,370.0,370.0,125559.9965,79306.37048,17081.5009,326778559.5,298250593.8,0.087300606,48148416.77,8759959.527,321093030.1,5685535.859,298250592.8,-2.0,9400.438347,-52500.0,252303296.6,282115641.8,26705442.82,308821084.6,518105432.4,0.0,826915302.1,619808580.2,60431449.91,682447619.8,1509362922.0,36329904.06,0.0,11818513.71,12487516.4,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,101161,136961,2,2
857,140182,"Advocate Northside Health
System","836 West Wellington
Avenue",Chicago,IL,60657,"Advocate Aurora
Health",0,3.0,256.0,0.72,0.26,273% ,$291.01,28.0,0.44,0.25,173% ,"$17,727",1.16,0.52,133% ,175%,326%,224% ,1.03,0.42,0.13,0.1,60657,2018.0,0.22959699999999997,0.22959699999999997,0.22959699999999997,137.0,137.0,137.0,137.0,137.0,137.0,74.0,74.0,74.0,43.0,43.0,43.0,,,,,,,,,,254.0,254.0,254.0,50078.0,24603.0,11900.0,469628448.0,410898848.0,0.12505546,50736836.0,11649025.0,454774173.0,14854262.0,409029213.0,1869632.0,0.0,0.0,123277284.0,149793565.0,124709379.0,274502944.0,435856158.0,0.0,710359102.0,728438335.0,0.0,728438335.0,1438797437.0,33777302.0,0.0,16959533.0,15059842.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,95173,143290,2,2
858,140184,"Heartland Regional Medical
Center",3333 W De Young,Marion,IL,62959,Quorum Health,0,3.0,967.0,4.21,0.96,436% ,$374.63,52.0,1.41,0.38,370% ,"$27,031",5.62,1.35,149% ,428%,511%,418% ,5.21,1.07,0.41,0.28,62959,2018.0,0.10357117800000001,0.099968,0.10533599999999999,77.31506849,76.0,80.0,77.31506849,76.0,80.0,18.0,18.0,18.0,,,,,,,,,,,,,95.31506849,94.0,98.0,28220.0,8891.794517,3925.863013,111437414.6,82561916.61,0.25911853,9875451.777999999,1021671.118,111147838.0,289575.8904,82561919.28,0.0,0.0,0.0,35950288.35,35950288.35,8180809.696,44131098.04,231844295.8,16373256.44,292959193.7,287186782.8,49917043.51,338475514.2,631434707.9,4272082.383,0.0,5603369.395,1318423.658,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,51214,69867,1,1
859,140185,Memorial Hospital,4500 Memorial Drive,Belleville,IL,62226,BJC Healthcare,0,2.0,41.0,0.09,0.03,259% ,$235.42,,,,,,,,,,293%,,,,,,62226,2018.0,0.21242600000000003,0.21242600000000003,0.21242600000000003,192.0,192.0,192.0,192.0,192.0,192.0,20.0,20.0,20.0,,,,,,,,,,,,,212.0,212.0,212.0,70080.0,45127.0,11788.0,241321856.0,243903872.0,-0.010699471,25444600.0,5405094.5,237343675.0,3978173.0,228907653.0,14996214.0,398454.0,210410.0,99633619.0,106593220.0,19909866.0,126503086.0,352586435.0,12252145.0,491341666.0,441849395.0,56828137.0,501566544.0,992908210.0,15793267.0,32310.0,9683642.0,9049967.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,55420,76878,1,1
860,140186,Riverside Medical Center,350 N Wall St,Kankakee,IL,60901,"Rush System for
Health",0,4.0,91.0,0.18,0.06,298% ,$269.51,,,,,,,,,,333%,,,,,,60901,2018.0,0.204224,0.204224,0.204224,260.0,260.0,260.0,260.0,260.0,260.0,18.0,18.0,18.0,13.0,13.0,13.0,,,,,,,,,,291.0,291.0,291.0,94900.0,46403.0,11035.0,342375776.0,343332896.0,-0.002795525,19238592.0,3928982.25,350885281.0,-8509509.0,343332302.0,603.0,0.0,0.0,57777712.0,68798684.0,22332861.0,91131545.0,319470910.0,26422707.0,437160798.0,599355512.0,118681200.0,826484168.0,1263644966.0,10170419.0,0.0,9068173.0,5430835.0,,1.0,0.0,1.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,48319,62841,2,2
861,140187,St. Elizabeth Hospital,"One St Elizabeth
Boulevard",O Fallon,IL,62269,"Hospital Sisters
Health System",0,3.0,38.0,0.07,0.02,339% ,$350.10,,,,,,,,,,416%,,,,,,62269,2018.0,0.260651901,0.245617,0.275936,112.0,112.0,112.0,112.0,112.0,112.0,16.0,16.0,16.0,,,,,,,,,,,,,128.0,128.0,128.0,44503.96589,26688.149830000002,9319.558611,189696811.5,222319025.7,-0.17197028,21223414.47,5590448.035,185342292.1,4354517.37,222319023.7,0.0,0.0,0.0,59371409.87,65414350.8,16199691.32,81614042.12,246433873.4,15106724.01,346118061.1,351422162.5,62761150.34,414300216.3,760418277.4,13388396.49,4486.320528,7839504.29,6844549.196,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,86232,109752,1,1
862,140189,"Sarah Bush Lincoln Health
Center","1000 Health Center
Drive P O Box 372",Mattoon,IL,61938,"Sarah Bush Lincoln
Health System",0,3.0,62.0,0.18,0.06,309% ,$295.97,,,,,,,,,,345%,,,,,,61938,2018.0,0.21743769899999998,0.19564,0.23888,74.98356164,73.0,77.0,74.98356164,73.0,77.0,,,,9.0,9.0,9.0,,,,,,,,,,83.98356164,82.0,86.0,27368.9992,16175.678969999999,6079.54777,358301097.5,316084173.7,0.11782527,12111678.03,2778008.841,272369543.6,85931547.94,316084162.2,0.0,6359220.476,14292469.43,22298027.64,28963242.47,3670676.0360000003,32633918.5,174900581.7,0.0,209395371.3,502127850.4,51405778.71,569405195.7,778800567.0,4870035.109,164481.3718,7406124.797,4825094.912,,2.0,0.0,2.0,0.0,1.0,1-Jan-18,31-Dec-18,0.0,0.0,44540,64109,1,1
